Reconstruct, Original, Codec, BPP, MS-SSIM (PyTorch), MS-SSIM (IQA), PSNR_Y, PSNR_U, PSNR_V, VIF, FSIM, NLPD, IW-SSIM, VMAF, PSNR_HVS, MAC/pxl, DecGPU, DecCPU, EncGPU, EncCPU
HiDNA_00001_1192x832_24bit_sRGB_001.png, 00001_1192x832.png, HiDNA, -1, 0.9986855387687683, 0.9986515045166016, 43.10265594011685, 44.213312269875985, 44.91547101862466, 0.8655575513839722, 0.9992208480834961, 0.04513496160507202, 0.9988811016082764, 96.312785, 41.13383582324275, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_002.png, 00001_1192x832.png, HiDNA, -1, 0.9977570176124573, 0.9976974129676819, 41.32196608674883, 43.501147929275675, 44.37246708691477, 0.8198180794715881, 0.9984771013259888, 0.0577223114669323, 0.9980238080024719, 95.222306, 39.116779052767974, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_003.png, 00001_1192x832.png, HiDNA, -1, 0.9971256256103516, 0.997070848941803, 40.2757039264953, 43.1389829122368, 44.28649110109839, 0.7885286808013916, 0.9979398846626282, 0.06418033689260483, 0.997320830821991, 94.351083, 38.17886377710706, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_004.png, 00001_1192x832.png, HiDNA, -1, 0.9968860745429993, 0.996828556060791, 39.805155337634005, 42.80263112114223, 44.00774734060884, 0.774804949760437, 0.9977412819862366, 0.06711570918560028, 0.9970099329948425, 93.947194, 37.74468034128016, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_005.png, 00001_1192x832.png, HiDNA, -1, 0.9958082437515259, 0.9957196116447449, 38.07142231827035, 41.803889984308185, 43.40817376584156, 0.7276060581207275, 0.9967513084411621, 0.07986801862716675, 0.9955760836601257, 92.368962, 35.98622175157134, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_006.png, 00001_1192x832.png, HiDNA, -1, 0.9949313402175903, 0.9948207139968872, 36.879161426290494, 40.918823080001175, 42.79214448283137, 0.6946103572845459, 0.9960700869560242, 0.08933981508016586, 0.9945298433303833, 91.414619, 34.89500475902142, None, None, None, None, None
No_rec_for_00001_1192x832.png_RATE007, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1, -1
HiDNA_00002_853x945_24bit_sRGB_001.png, 00002_853x945.png, HiDNA, -1, 0.9971663951873779, 0.99698805809021, 44.758491616405166, 51.28364062880638, 50.53678629131146, 0.8232713937759399, 0.9987695813179016, 0.05261664092540741, 0.9963730573654175, 93.699833, 42.37102353760808, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_002.png, 00002_853x945.png, HiDNA, -1, 0.996402382850647, 0.9962669610977173, 43.45949050942187, 51.00579960636037, 49.87013736669381, 0.7825655937194824, 0.9985184669494629, 0.05903610959649086, 0.9954823851585388, 92.696469, 41.19560123971927, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_003.png, 00002_853x945.png, HiDNA, -1, 0.9941852688789368, 0.9939984083175659, 40.39720973099574, 49.53772122255115, 48.41936431701811, 0.7009612321853638, 0.997590959072113, 0.07581716030836105, 0.992013692855835, 89.854398, 38.81066236732458, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_004.png, 00002_853x945.png, HiDNA, -1, 0.9936466217041016, 0.9934048652648926, 40.121793046659725, 49.673976417879494, 48.56776526568296, 0.6888604164123535, 0.9972946643829346, 0.07921753078699112, 0.9910293817520142, 89.687599, 38.504051809478376, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_005.png, 00002_853x945.png, HiDNA, -1, 0.9929381012916565, 0.9927403330802917, 39.965702952604516, 49.510825119808956, 48.27664717348651, 0.674921452999115, 0.9968365430831909, 0.08202525228261948, 0.9898082613945007, 88.927176, 37.9971065157938, None, None, None, None, None
