name , value
HiDNA_00001_1192x832_24bit_sRGB_001.png , 1.7118328923593185
HiDNA_00001_1192x832_24bit_sRGB_002.png , 1.3197962377387713
HiDNA_00001_1192x832_24bit_sRGB_003.png , 1.0814282718120805
HiDNA_00001_1192x832_24bit_sRGB_004.png , 1.0372636486835312
HiDNA_00001_1192x832_24bit_sRGB_005.png , 0.8134155588538978
HiDNA_00001_1192x832_24bit_sRGB_006.png , 0.7117764261744967
HiDNA_00002_853x945_24bit_sRGB_001.png , 0.8396136883827388
HiDNA_00002_853x945_24bit_sRGB_002.png , 0.6579951245836357
HiDNA_00002_853x945_24bit_sRGB_003.png , 0.41050261448854647
HiDNA_00002_853x945_24bit_sRGB_004.png , 0.3706805113604645
HiDNA_00002_853x945_24bit_sRGB_005.png , 0.332719254172947
HiDNA_00002_853x945_24bit_sRGB_006.png , 0.3096447645099462
HiDNA_00002_853x945_24bit_sRGB_007.png , 0.1663596270864735
HiDNA_00003_945x840_24bit_sRGB_001.png , 0.8076341647770219
HiDNA_00003_945x840_24bit_sRGB_002.png , 0.6205593348450491
HiDNA_00003_945x840_24bit_sRGB_003.png , 0.5306122448979592
HiDNA_00003_945x840_24bit_sRGB_004.png , 0.3287981859410431
HiDNA_00003_945x840_24bit_sRGB_005.png , 0.1965230536659108
HiDNA_00003_945x840_24bit_sRGB_007.png , 0.16326530612244897
HiDNA_00004_2000x2496_24bit_sRGB_002.png , 0.6589543269230769
HiDNA_00004_2000x2496_24bit_sRGB_005.png , 0.31971153846153844
HiDNA_00004_2000x2496_24bit_sRGB_006.png , 0.34170673076923075
HiDNA_00004_2000x2496_24bit_sRGB_007.png , 0.30763221153846154
HiDNA_00005_560x888_24bit_sRGB_001.png , 1.3893581081081081
HiDNA_00005_560x888_24bit_sRGB_002.png , 1.0581563706563706
HiDNA_00005_560x888_24bit_sRGB_003.png , 0.9423262548262549
HiDNA_00005_560x888_24bit_sRGB_004.png , 0.6943774131274131
HiDNA_00005_560x888_24bit_sRGB_005.png , 0.45547779922779924
HiDNA_00005_560x888_24bit_sRGB_006.png , 0.3390444015444015
HiDNA_00005_560x888_24bit_sRGB_007.png , 0.24975868725868725
HiDNA_00006_2048x1536_24bit_sRGB_001.png , 1.4652252197265625
HiDNA_00006_2048x1536_24bit_sRGB_003.png , 0.5373001098632812
HiDNA_00006_2048x1536_24bit_sRGB_005.png , 0.43487548828125
HiDNA_00007_1600x1200_24bit_sRGB_001.png , 0.89359375
HiDNA_00007_1600x1200_24bit_sRGB_002.png , 0.805625
HiDNA_00007_1600x1200_24bit_sRGB_003.png , 0.62484375
HiDNA_00007_1600x1200_24bit_sRGB_004.png , 0.53390625
HiDNA_00007_1600x1200_24bit_sRGB_005.png , 0.473125
HiDNA_00007_1600x1200_24bit_sRGB_006.png , 0.39390625
HiDNA_00007_1600x1200_24bit_sRGB_007.png , 0.3109375
HiDNA_00008_1430x1834_24bit_sRGB_001.png , 2.3211902601215577
HiDNA_00008_1430x1834_24bit_sRGB_002.png , 1.4965568782362675
HiDNA_00008_1430x1834_24bit_sRGB_003.png , 1.0492942172331485
HiDNA_00008_1430x1834_24bit_sRGB_004.png , 0.8209729202095615
HiDNA_00008_1430x1834_24bit_sRGB_005.png , 0.7468485712760522
HiDNA_00008_1430x1834_24bit_sRGB_006.png , 0.6143856143856143
HiDNA_00009_2048x1536_24bit_sRGB_001.png , 1.7728805541992188
HiDNA_00009_2048x1536_24bit_sRGB_002.png , 0.7369041442871094
HiDNA_00009_2048x1536_24bit_sRGB_004.png , 0.5572319030761719
HiDNA_00009_2048x1536_24bit_sRGB_006.png , 0.4450798034667969
HiDNA_00009_2048x1536_24bit_sRGB_007.png , 0.3912925720214844
HiDNA_00010_2592x1946_24bit_sRGB_005.png , 0.432154276578737
