Reconstruct, Original, Codec, BPP, MS-SSIM (PyTorch), MS-SSIM (IQA), PSNR_Y, PSNR_U, PSNR_V, VIF, FSIM, NLPD, IW-SSIM, VMAF, PSNR_HVS, MAC/pxl, DecGPU, DecCPU, EncGPU, EncCPU
HiDNA_00001_1192x832_24bit_sRGB_001.png, 00001_1192x832.png, HiDNA, -1, 0.9986690878868103, 0.9986332058906555, 43.02527059075973, 44.2268991435046, 45.04018326846296, 0.8664697408676147, 0.9992002248764038, 0.045276153832674026, 0.998874843120575, 96.219747, 40.99131780206716, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_002.png, 00001_1192x832.png, HiDNA, -1, 0.9977511167526245, 0.9977017045021057, 41.33295657146983, 43.72304145890948, 44.58777504987651, 0.8225277662277222, 0.9985761046409607, 0.057120997458696365, 0.9979883432388306, 95.10996, 39.15846130209759, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_003.png, 00001_1192x832.png, HiDNA, -1, 0.9971948266029358, 0.9971449971199036, 40.44346247472605, 43.216574150612786, 44.296840774733845, 0.7904038429260254, 0.9980165958404541, 0.06284215301275253, 0.9974027276039124, 94.706897, 38.482002728242115, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_004.png, 00001_1192x832.png, HiDNA, -1, 0.9967796206474304, 0.996715247631073, 39.58466314363879, 42.79673383060019, 43.959301603296986, 0.7723479270935059, 0.9975342154502869, 0.06872700154781342, 0.996885359287262, 94.0469, 37.38675820281844, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_005.png, 00001_1192x832.png, HiDNA, -1, 0.9956950545310974, 0.9955992102622986, 37.87095582818438, 41.72366665840266, 43.30865551074829, 0.7229127883911133, 0.9965883493423462, 0.08146563172340393, 0.9954326748847961, 91.798381, 35.73450378061392, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_006.png, 00001_1192x832.png, HiDNA, -1, 0.9949647784233093, 0.9948598146438599, 36.95924982280819, 40.979738515005764, 42.88407068331533, 0.6967378854751587, 0.9961631894111633, 0.08881916850805283, 0.9945662617683411, 91.54855, 34.99441605805691, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_007.png, 00001_1192x832.png, HiDNA, -1, 0.9947484731674194, 0.9946284294128418, 36.69590234654379, 40.74431299985625, 42.667321687758545, 0.6879958510398865, 0.9957216382026672, 0.09162936359643936, 0.994185745716095, 91.317203, 34.71091622323, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_001.png, 00002_853x945.png, HiDNA, -1, 0.9970719218254089, 0.9968976974487305, 44.73520185074094, 50.96019304007821, 49.93724304253145, 0.8221694231033325, 0.9986898303031921, 0.053992222994565964, 0.9962263703346252, 94.029175, 42.29694129820747, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_002.png, 00002_853x945.png, HiDNA, -1, 0.9965342879295349, 0.9963687062263489, 43.7502626441038, 51.16069929980993, 50.11500125943661, 0.787185788154602, 0.9986048340797424, 0.05711602047085762, 0.9957036375999451, 93.232917, 41.61166358801964, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_003.png, 00002_853x945.png, HiDNA, -1, 0.9942197203636169, 0.9940281510353088, 40.369389062178996, 49.548639119773874, 48.46864236854191, 0.7010850310325623, 0.9976077079772949, 0.07571826130151749, 0.9920814037322998, 90.136564, 38.78860763744087, None, None, None, None, None
