Reconstruct, Original, Codec, BPP, MS-SSIM (PyTorch), MS-SSIM (IQA), PSNR_Y, PSNR_U, PSNR_V, VIF, FSIM, NLPD, IW-SSIM, VMAF, PSNR_HVS, MAC/pxl, DecGPU, DecCPU, EncGPU, EncCPU
HiDNA_00001_1192x832_24bit_sRGB_001.png, 00001_1192x832.png, HiDNA, -1, 0.9986147880554199, 0.9985775947570801, 42.930189049351334, 44.19684673218521, 44.96029086360209, 0.8664446473121643, 0.999177873134613, 0.046345412731170654, 0.9987522959709167, 95.668243, 40.87308952550342, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_002.png, 00001_1192x832.png, HiDNA, -1, 0.9977014660835266, 0.9976505637168884, 41.30063073392162, 43.608971181832615, 44.52410403420493, 0.8212870359420776, 0.9985116720199585, 0.057698313146829605, 0.9979450106620789, 94.972353, 39.133700495985444, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_003.png, 00001_1192x832.png, HiDNA, -1, 0.9970113039016724, 0.9969415664672852, 40.12588859027876, 43.03124018527683, 44.084299503163166, 0.7850292921066284, 0.9978126287460327, 0.06619279831647873, 0.9971826672554016, 94.128821, 37.95232540990815, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_004.png, 00001_1192x832.png, HiDNA, -1, 0.9968447685241699, 0.9967775940895081, 39.79497052673296, 42.89142709219138, 43.993764190328136, 0.7745841145515442, 0.9976791739463806, 0.06730633229017258, 0.9969770312309265, 93.838966, 37.71000738627047, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_005.png, 00001_1192x832.png, HiDNA, -1, 0.9958001375198364, 0.9957051277160645, 38.05606301493203, 41.714327824538586, 43.496870948499925, 0.7274203896522522, 0.9966034889221191, 0.08065403252840042, 0.9955669045448303, 92.568465, 35.97174869003354, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_006.png, 00001_1192x832.png, HiDNA, -1, 0.9948421120643616, 0.994733452796936, 36.822265656235935, 40.8809955543191, 42.751747375663726, 0.6922381520271301, 0.9958399534225464, 0.09003660082817078, 0.9943945407867432, 90.974105, 34.75572878308283, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_007.png, 00001_1192x832.png, HiDNA, -1, 0.9947039484977722, 0.9945797920227051, 36.62734825867284, 40.77778924897801, 42.71906017123345, 0.687004804611206, 0.9955333471298218, 0.0921686664223671, 0.9941726922988892, 90.765704, 34.57084433659743, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_001.png, 00002_853x945.png, HiDNA, -1, 0.997166633605957, 0.9969989061355591, 44.74292685902587, 51.23893757812061, 50.50810019511586, 0.822147011756897, 0.9987689852714539, 0.052570417523384094, 0.9964035749435425, 93.025339, 42.32737812364142, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_002.png, 00002_853x945.png, HiDNA, -1, 0.9962915778160095, 0.9960751533508301, 43.409579628944456, 50.82180251323128, 49.908761860274396, 0.7833778858184814, 0.9984353184700012, 0.059629153460264206, 0.9952836632728577, 93.31098, 41.07238822086673, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_003.png, 00002_853x945.png, HiDNA, -1, 0.9942802786827087, 0.9940846562385559, 40.40647574888762, 49.60900212983059, 48.4521847206059, 0.7015087604522705, 0.9975906610488892, 0.07553016394376755, 0.9922031760215759, 89.842544, 38.85955407368306, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_004.png, 00002_853x945.png, HiDNA, -1, 0.9937323927879333, 0.9935545325279236, 40.10745068694426, 49.53168039336916, 48.52684262601667, 0.6897139549255371, 0.9973217248916626, 0.07884488254785538, 0.991301417350769, 89.713099, 38.51923212071467, None, None, None, None, None
