Reconstruct, Original, Codec, BPP, MS-SSIM (PyTorch), MS-SSIM (IQA), PSNR_Y, PSNR_U, PSNR_V, VIF, FSIM, NLPD, IW-SSIM, VMAF, PSNR_HVS, MAC/pxl, DecGPU, DecCPU, EncGPU, EncCPU
HiDNA_00001_1192x832_24bit_sRGB_001.png, 00001_1192x832.png, HiDNA, -1, 0.9987211227416992, 0.9986922740936279, 43.07374506508652, 44.30624774553945, 44.95664893104516, 0.8665021657943726, 0.9992291331291199, 0.04442429542541504, 0.9989339709281921, 95.749884, 41.06728106640396, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_002.png, 00001_1192x832.png, HiDNA, -1, 0.9977755546569824, 0.9977310299873352, 41.485118399987364, 43.60979219008184, 44.457745638424356, 0.8216657638549805, 0.9985689520835876, 0.056517478078603745, 0.9980610013008118, 95.197039, 39.41336005453225, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_003.png, 00001_1192x832.png, HiDNA, -1, 0.997221052646637, 0.9971743822097778, 40.358245244543525, 43.119286638293126, 44.38445956073208, 0.7911980748176575, 0.9979637265205383, 0.062378037720918655, 0.9974328279495239, 94.977126, 38.40781684030438, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_004.png, 00001_1192x832.png, HiDNA, -1, 0.996851921081543, 0.9967806339263916, 39.81074317504561, 42.84991231015994, 44.02212296089131, 0.7751827836036682, 0.9976591467857361, 0.06762970238924026, 0.9969958066940308, 94.214406, 37.76238578879382, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_005.png, 00001_1192x832.png, HiDNA, -1, 0.9956150650978088, 0.9955248832702637, 38.02905813358733, 41.758544814386525, 43.3662404121454, 0.7257155776023865, 0.9962911009788513, 0.0814024806022644, 0.9953569173812866, 92.25992, 35.91094519420533, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_006.png, 00001_1192x832.png, HiDNA, -1, 0.9947912693023682, 0.9946759939193726, 36.823353948501236, 41.065483999074715, 42.8000036178273, 0.690994918346405, 0.9956343770027161, 0.0907694399356842, 0.9943251013755798, 90.688369, 34.65342719851019, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_007.png, 00001_1192x832.png, HiDNA, -1, 0.9931998252868652, 0.9929283261299133, 35.72886713471594, 40.39464596812028, 42.14557269372057, 0.6616311073303223, 0.9932224750518799, 0.10669532418251038, 0.9923031330108643, 87.585392, 33.07012500941787, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_001.png, 00002_853x945.png, HiDNA, -1, 0.9971043467521667, 0.9969308376312256, 44.46828177624323, 51.10070907440884, 49.96547993424823, 0.8229764699935913, 0.9987345933914185, 0.053779613226652145, 0.996336817741394, 93.930692, 41.92977250272625, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_002.png, 00002_853x945.png, HiDNA, -1, 0.9964388012886047, 0.9962230920791626, 43.52958432744062, 51.04683577967931, 50.108878572961075, 0.786173939704895, 0.9985678195953369, 0.05795832350850105, 0.9955848455429077, 93.995419, 41.257608835764614, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_003.png, 00002_853x945.png, HiDNA, -1, 0.994272768497467, 0.994081974029541, 40.46414014886405, 49.620965125064984, 48.46857282866795, 0.7023477554321289, 0.9976214170455933, 0.0752422958612442, 0.9921557307243347, 89.877394, 38.91456283562159, None, None, None, None, None
