Reconstruct, Original, Codec, BPP, MS-SSIM (PyTorch), MS-SSIM (IQA), PSNR_Y, PSNR_U, PSNR_V, VIF, FSIM, NLPD, IW-SSIM, VMAF, PSNR_HVS, MAC/pxl, DecGPU, DecCPU, EncGPU, EncCPU
HiDNA_00001_1192x832_24bit_sRGB_001.png, 00001_1192x832.png, HiDNA, -1, 0.9987389445304871, 0.9987084865570068, 43.244654799914905, 44.3711696932108, 45.027425113651915, 0.8683003783226013, 0.9992763996124268, 0.04405840113759041, 0.9989333748817444, 96.332538, 41.342315490755, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_002.png, 00001_1192x832.png, HiDNA, -1, 0.9977157115936279, 0.9976652264595032, 41.36615487206695, 43.61393994492801, 44.50526191763542, 0.8217760324478149, 0.9985112547874451, 0.058081451803445816, 0.9979459047317505, 95.081387, 39.24133906548736, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_003.png, 00001_1192x832.png, HiDNA, -1, 0.9970765709877014, 0.9970210194587708, 40.19785927012583, 43.08185083020579, 44.223544907569746, 0.7880704402923584, 0.9979293346405029, 0.0647607371211052, 0.9972479343414307, 94.372434, 38.085189513554134, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_004.png, 00001_1192x832.png, HiDNA, -1, 0.9967880249023438, 0.9967232346534729, 39.64726418227217, 42.76359180362883, 43.93797526223315, 0.7716198563575745, 0.9975245594978333, 0.06823432445526123, 0.9969017505645752, 93.485145, 37.505679045925795, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_005.png, 00001_1192x832.png, HiDNA, -1, 0.9948685765266418, 0.9945650100708008, 37.007308088457464, 40.98225769872124, 42.39904246124294, 0.7094761729240417, 0.995920717716217, 0.09338822215795517, 0.9945499897003174, 90.323229, 34.45102070763979, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_006.png, 00001_1192x832.png, HiDNA, -1, 0.9940372705459595, 0.9938477277755737, 36.33753479646326, 40.80740519999938, 42.57528223663808, 0.6781773567199707, 0.9942734241485596, 0.09929698705673218, 0.9933863878250122, 88.929526, 33.864811960498216, None, None, None, None, None
HiDNA_00001_1192x832_24bit_sRGB_007.png, 00001_1192x832.png, HiDNA, -1, 0.9945880770683289, 0.9944641590118408, 36.45909418716582, 40.81011172824502, 42.81675081901845, 0.6814308166503906, 0.9953572154045105, 0.09332037717103958, 0.9940395951271057, 89.990296, 34.365921781964694, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_001.png, 00002_853x945.png, HiDNA, -1, 0.9971665143966675, 0.9969649314880371, 44.45442292717789, 51.30916551597239, 50.58787383041364, 0.8235814571380615, 0.9987377524375916, 0.052760276943445206, 0.9964048266410828, 93.62397, 41.899274654419656, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_002.png, 00002_853x945.png, HiDNA, -1, 0.996372401714325, 0.9961654543876648, 43.44674045640035, 50.9483266934848, 49.95617324650273, 0.7832516431808472, 0.9985085725784302, 0.059012074023485184, 0.9954331517219543, 92.868707, 41.152694732507804, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_003.png, 00002_853x945.png, HiDNA, -1, 0.9942919611930847, 0.9941134452819824, 40.466062831591074, 49.55068489076342, 48.367711172758234, 0.7027495503425598, 0.9976187348365784, 0.07536634057760239, 0.9922059774398804, 90.178335, 38.96130078116098, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_004.png, 00002_853x945.png, HiDNA, -1, 0.9937447309494019, 0.9935497641563416, 40.20289664680132, 49.636506753114425, 48.58439082494306, 0.6918013095855713, 0.9973167181015015, 0.07866759598255157, 0.9911659955978394, 89.821656, 38.55683790394552, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_005.png, 00002_853x945.png, HiDNA, -1, 0.9929049611091614, 0.9926667809486389, 40.00402149905574, 49.40576786295771, 48.3241248303745, 0.6746470332145691, 0.9967638850212097, 0.08222544938325882, 0.9897744059562683, 88.695995, 38.018288185063504, None, None, None, None, None
HiDNA_00002_853x945_24bit_sRGB_006.png, 00002_853x945.png, HiDNA, -1, 0.992477297782898, 0.992281436920166, 39.82214346857337, 49.50412386267054, 48.339533090576055, 0.667328417301178, 0.9965689182281494, 0.08431235700845718, 0.9891857504844666, 89.043282, 37.8239921493566, None, None, None, None, None
